Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Gated Public 10.10 - Prod2,Firefox 66.0,,2019-05-17 11:37:03,2019-05-17 11:47:23,10m - 20.248s,PASSED
,,,,,,
Test Cases/Gated - Public Test Cases/10.10 - Prod2/Prod 2 - Navigation and CTAs,Firefox 66.0,"This will cover testing of Paul's new navigation and dropdown menus, as well as the three main Calls To Action on the Overview page",2019-05-17 11:37:04,2019-05-17 11:42:50,5m - 46.807s,PASSED
openBrowser,Firefox 66.0,"Fires up the browser
",2019-05-17 11:37:04,2019-05-17 11:37:27,23.230s,PASSED
setText,Firefox 66.0,Filling out login info (username),2019-05-17 11:37:27,2019-05-17 11:37:28,0.321s,PASSED
setEncryptedText,Firefox 66.0,Filling out login info (password),2019-05-17 11:37:28,2019-05-17 11:37:28,0.267s,PASSED
click,Firefox 66.0,Clicks the Stay Logged In button,2019-05-17 11:37:28,2019-05-17 11:37:28,0.513s,PASSED
click,Firefox 66.0,Clicks the Submit button to login,2019-05-17 11:37:28,2019-05-17 11:37:38,9.738s,PASSED
waitForAngularLoad,Firefox 66.0,"60 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2019-05-17 11:37:38,2019-05-17 11:37:50,12.266s,PASSED
waitForPageLoad,Firefox 66.0,,2019-05-17 11:37:50,2019-05-17 11:37:51,0.523s,PASSED
verifyElementVisible,Firefox 66.0,,2019-05-17 11:37:51,2019-05-17 11:37:52,0.700s,PASSED
verifyElementVisible,Firefox 66.0,,2019-05-17 11:37:52,2019-05-17 11:37:52,0.208s,PASSED
click,Firefox 66.0,,2019-05-17 11:37:52,2019-05-17 11:37:57,4.891s,PASSED
waitForAngularLoad,Firefox 66.0,"60 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2019-05-17 11:37:57,2019-05-17 11:38:30,32.806s,PASSED
verifyElementText,Firefox 66.0,,2019-05-17 11:38:30,2019-05-17 11:38:30,0.233s,PASSED
click,Firefox 66.0,,2019-05-17 11:38:30,2019-05-17 11:38:40,10.373s,PASSED
waitForAngularLoad,Firefox 66.0,"60 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2019-05-17 11:38:40,2019-05-17 11:38:46,6.239s,PASSED
verifyElementVisible,Firefox 66.0,,2019-05-17 11:38:46,2019-05-17 11:38:54,7.216s,PASSED
click,Firefox 66.0,,2019-05-17 11:38:54,2019-05-17 11:38:59,5.071s,PASSED
waitForAngularLoad,Firefox 66.0,"60 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2019-05-17 11:38:59,2019-05-17 11:39:36,37.593s,PASSED
verifyElementText,Firefox 66.0,,2019-05-17 11:39:36,2019-05-17 11:39:36,0.161s,PASSED
click,Firefox 66.0,,2019-05-17 11:39:36,2019-05-17 11:39:45,8.177s,PASSED
waitForAngularLoad,Firefox 66.0,"60 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2019-05-17 11:39:45,2019-05-17 11:39:50,5.784s,PASSED
verifyElementVisible,Firefox 66.0,,2019-05-17 11:39:50,2019-05-17 11:39:56,6.085s,PASSED
click,Firefox 66.0,,2019-05-17 11:39:56,2019-05-17 11:40:05,8.685s,PASSED
waitForAngularLoad,Firefox 66.0,"60 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2019-05-17 11:40:05,2019-05-17 11:40:36,30.939s,PASSED
verifyElementText,Firefox 66.0,,2019-05-17 11:40:36,2019-05-17 11:40:38,1.811s,PASSED
click,Firefox 66.0,,2019-05-17 11:40:38,2019-05-17 11:40:43,4.776s,PASSED
waitForAngularLoad,Firefox 66.0,"60 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2019-05-17 11:40:43,2019-05-17 11:40:54,10.852s,PASSED
click,Firefox 66.0,,2019-05-17 11:40:54,2019-05-17 11:40:57,3.050s,PASSED
