Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Prod 3 Sanity Check,Firefox 62.0,,2018-11-16 18:03:43,2018-11-16 18:09:16,5m - 32.389s,FAILED
,,,,,,
Test Cases/Prod 3/Prod 3 - Logging In and Out,Firefox 62.0,This will cover primarily the log in process and validation of Sudoing as a different user,2018-11-16 18:03:44,2018-11-16 18:04:01,17.314s,PASSED
openBrowser,Firefox 62.0,"Fires up the browser
",2018-11-16 18:03:44,2018-11-16 18:03:51,7.059s,PASSED
setText,Firefox 62.0,Filling out login info (username),2018-11-16 18:03:51,2018-11-16 18:03:51,0.161s,PASSED
setEncryptedText,Firefox 62.0,Filling out login info (password),2018-11-16 18:03:51,2018-11-16 18:03:51,0.104s,PASSED
click,Firefox 62.0,Clicks the Stay Logged In button,2018-11-16 18:03:51,2018-11-16 18:03:51,0.254s,PASSED
click,Firefox 62.0,Clicks the Submit button to login,2018-11-16 18:03:51,2018-11-16 18:03:55,3.856s,PASSED
waitForAngularLoad,Firefox 62.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2018-11-16 18:03:55,2018-11-16 18:03:57,2.122s,PASSED
verifyElementPresent,Firefox 62.0,,2018-11-16 18:03:57,2018-11-16 18:03:58,0.233s,PASSED
verifyElementPresent,Firefox 62.0,,2018-11-16 18:03:58,2018-11-16 18:03:58,0.126s,PASSED
verifyElementPresent,Firefox 62.0,,2018-11-16 18:03:58,2018-11-16 18:03:58,0.180s,PASSED
verifyElementPresent,Firefox 62.0,,2018-11-16 18:03:58,2018-11-16 18:03:58,0.110s,PASSED
verifyElementPresent,Firefox 62.0,,2018-11-16 18:03:58,2018-11-16 18:03:58,0.018s,PASSED
verifyElementPresent,Firefox 62.0,,2018-11-16 18:03:58,2018-11-16 18:03:58,0.165s,PASSED
verifyElementPresent,Firefox 62.0,,2018-11-16 18:03:58,2018-11-16 18:03:58,0.022s,PASSED
verifyElementPresent,Firefox 62.0,,2018-11-16 18:03:58,2018-11-16 18:03:58,0.020s,PASSED
verifyElementPresent,Firefox 62.0,,2018-11-16 18:03:58,2018-11-16 18:03:58,0.019s,PASSED
click,Firefox 62.0,,2018-11-16 18:03:58,2018-11-16 18:03:59,0.354s,PASSED
click,Firefox 62.0,,2018-11-16 18:03:59,2018-11-16 18:04:00,1.490s,PASSED
verifyElementPresent,Firefox 62.0,,2018-11-16 18:04:00,2018-11-16 18:04:00,0.022s,PASSED
verifyTextPresent,Firefox 62.0,,2018-11-16 18:04:00,2018-11-16 18:04:00,0.083s,PASSED
closeBrowser,Firefox 62.0,,2018-11-16 18:04:00,2018-11-16 18:04:01,0.645s,PASSED
,,,,,,
Test Cases/Prod 3/Prod 3 - Navigation and CTAs,Firefox 62.0,"This will cover testing of Paul's new navigation and dropdown menus, as well as the three main Calls To Action on the Overview page",2018-11-16 18:04:01,2018-11-16 18:05:46,1m - 45.390s,PASSED
openBrowser,Firefox 62.0,"Fires up the browser
",2018-11-16 18:04:01,2018-11-16 18:04:06,5.374s,PASSED
setText,Firefox 62.0,Filling out login info (username),2018-11-16 18:04:06,2018-11-16 18:04:07,0.166s,PASSED
setEncryptedText,Firefox 62.0,Filling out login info (password),2018-11-16 18:04:07,2018-11-16 18:04:07,0.045s,PASSED
click,Firefox 62.0,Clicks the Stay Logged In button,2018-11-16 18:04:07,2018-11-16 18:04:07,0.398s,PASSED
click,Firefox 62.0,Clicks the Submit button to login,2018-11-16 18:04:07,2018-11-16 18:04:11,4.221s,PASSED
waitForAngularLoad,Firefox 62.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2018-11-16 18:04:11,2018-11-16 18:04:13,2.164s,PASSED
waitForPageLoad,Firefox 62.0,,2018-11-16 18:04:13,2018-11-16 18:04:14,0.041s,PASSED
verifyElementVisible,Firefox 62.0,,2018-11-16 18:04:14,2018-11-16 18:04:14,0.323s,PASSED
verifyElementVisible,Firefox 62.0,,2018-11-16 18:04:14,2018-11-16 18:04:14,0.306s,PASSED
click,Firefox 62.0,,2018-11-16 18:04:14,2018-11-16 18:04:17,3.294s,PASSED
waitForAngularLoad,Firefox 62.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2018-11-16 18:04:17,2018-11-16 18:04:22,4.135s,PASSED
verifyElementText,Firefox 62.0,,2018-11-16 18:04:22,2018-11-16 18:04:22,0.112s,PASSED
click,Firefox 62.0,,2018-11-16 18:04:22,2018-11-16 18:04:25,3.481s,PASSED
