Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Prod 3 Sanity Check,Firefox 62.0,,2018-11-15 13:33:18,2018-11-15 13:36:55,3m - 37.056s,PASSED
,,,,,,
Test Cases/Prod 3/Prod 3 - Logging In and Out,Firefox 62.0,This will cover primarily the log in process and validation of Sudoing as a different user,2018-11-15 13:33:18,2018-11-15 13:33:36,18.283s,PASSED
openBrowser,Firefox 62.0,"Fires up the browser
",2018-11-15 13:33:18,2018-11-15 13:33:26,7.716s,PASSED
setText,Firefox 62.0,Filling out login info (username),2018-11-15 13:33:26,2018-11-15 13:33:26,0.220s,PASSED
setEncryptedText,Firefox 62.0,Filling out login info (password),2018-11-15 13:33:26,2018-11-15 13:33:26,0.138s,PASSED
click,Firefox 62.0,Clicks the Stay Logged In button,2018-11-15 13:33:26,2018-11-15 13:33:27,0.456s,PASSED
click,Firefox 62.0,Clicks the Submit button to login,2018-11-15 13:33:27,2018-11-15 13:33:31,4.221s,PASSED
waitForAngularLoad,Firefox 62.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2018-11-15 13:33:31,2018-11-15 13:33:34,2.836s,PASSED
verifyElementPresent,Firefox 62.0,,2018-11-15 13:33:34,2018-11-15 13:33:34,0.065s,PASSED
verifyElementPresent,Firefox 62.0,,2018-11-15 13:33:34,2018-11-15 13:33:34,0.027s,PASSED
verifyElementPresent,Firefox 62.0,,2018-11-15 13:33:34,2018-11-15 13:33:34,0.016s,PASSED
verifyElementPresent,Firefox 62.0,,2018-11-15 13:33:34,2018-11-15 13:33:34,0.018s,PASSED
verifyElementPresent,Firefox 62.0,,2018-11-15 13:33:34,2018-11-15 13:33:34,0.015s,PASSED
verifyElementPresent,Firefox 62.0,,2018-11-15 13:33:34,2018-11-15 13:33:34,0.021s,PASSED
verifyElementPresent,Firefox 62.0,,2018-11-15 13:33:34,2018-11-15 13:33:34,0.017s,PASSED
verifyElementPresent,Firefox 62.0,,2018-11-15 13:33:34,2018-11-15 13:33:34,0.016s,PASSED
verifyElementPresent,Firefox 62.0,,2018-11-15 13:33:34,2018-11-15 13:33:34,0.017s,PASSED
click,Firefox 62.0,,2018-11-15 13:33:34,2018-11-15 13:33:34,0.417s,PASSED
click,Firefox 62.0,,2018-11-15 13:33:34,2018-11-15 13:33:36,1.140s,PASSED
verifyElementPresent,Firefox 62.0,,2018-11-15 13:33:36,2018-11-15 13:33:36,0.078s,PASSED
verifyTextPresent,Firefox 62.0,,2018-11-15 13:33:36,2018-11-15 13:33:36,0.076s,PASSED
closeBrowser,Firefox 62.0,,2018-11-15 13:33:36,2018-11-15 13:33:36,0.501s,PASSED
,,,,,,
Test Cases/Prod 3/Prod 3 - Navigation and CTAs,Firefox 62.0,"This will cover testing of Paul's new navigation and dropdown menus, as well as the three main Calls To Action on the Overview page",2018-11-15 13:33:36,2018-11-15 13:35:23,1m - 46.298s,PASSED
openBrowser,Firefox 62.0,"Fires up the browser
",2018-11-15 13:33:36,2018-11-15 13:33:48,11.822s,PASSED
setText,Firefox 62.0,Filling out login info (username),2018-11-15 13:33:48,2018-11-15 13:33:48,0.118s,PASSED
setEncryptedText,Firefox 62.0,Filling out login info (password),2018-11-15 13:33:48,2018-11-15 13:33:48,0.054s,PASSED
click,Firefox 62.0,Clicks the Stay Logged In button,2018-11-15 13:33:48,2018-11-15 13:33:49,0.235s,PASSED
click,Firefox 62.0,Clicks the Submit button to login,2018-11-15 13:33:49,2018-11-15 13:33:53,3.840s,PASSED
waitForAngularLoad,Firefox 62.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2018-11-15 13:33:53,2018-11-15 13:33:55,2.433s,PASSED
waitForPageLoad,Firefox 62.0,,2018-11-15 13:33:55,2018-11-15 13:33:55,0.138s,PASSED
verifyElementVisible,Firefox 62.0,,2018-11-15 13:33:55,2018-11-15 13:33:55,0.396s,PASSED
verifyElementVisible,Firefox 62.0,,2018-11-15 13:33:55,2018-11-15 13:33:56,0.163s,PASSED
click,Firefox 62.0,,2018-11-15 13:33:56,2018-11-15 13:33:59,3.416s,PASSED
waitForAngularLoad,Firefox 62.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2018-11-15 13:33:59,2018-11-15 13:34:03,4.322s,PASSED
verifyElementText,Firefox 62.0,,2018-11-15 13:34:03,2018-11-15 13:34:03,0.066s,PASSED
click,Firefox 62.0,,2018-11-15 13:34:03,2018-11-15 13:34:06,2.741s,PASSED
waitForAngularLoad,Firefox 62.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2018-11-15 13:34:06,2018-11-15 13:34:09,2.619s,PASSED
verifyElementVisible,Firefox 62.0,,2018-11-15 13:34:09,2018-11-15 13:34:09,0.381s,PASSED
click,Firefox 62.0,,2018-11-15 13:34:09,2018-11-15 13:34:12,2.351s,PASSED
waitForAngularLoad,Firefox 62.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2018-11-15 13:34:12,2018-11-15 13:34:15,3.783s,PASSED
verifyElementText,Firefox 62.0,,2018-11-15 13:34:15,2018-11-15 13:34:15,0.064s,PASSED
