Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
10.9 - EU1 Sanity Check,Firefox 64.0,,2019-01-18 14:11:12,2019-01-18 14:18:01,6m - 48.574s,FAILED
,,,,,,
"Test Cases/EU1/EU 1 - Overview, or Landing Page",Firefox 64.0,"This will cover the Overview page, and if this is used on a DMS with no Overview page (Pre Analytics 10.7) if will test the Landing page after logging in.",2019-01-18 14:11:13,2019-01-18 14:12:19,1m - 6.770s,PASSED
openBrowser,Firefox 64.0,"Fires up the browser
",2019-01-18 14:11:13,2019-01-18 14:11:33,19.712s,PASSED
setText,Firefox 64.0,Filling out login info (username),2019-01-18 14:11:33,2019-01-18 14:11:33,0.223s,PASSED
setEncryptedText,Firefox 64.0,Filling out login info (password),2019-01-18 14:11:33,2019-01-18 14:11:33,0.130s,PASSED
click,Firefox 64.0,Clicks the Stay Logged In button,2019-01-18 14:11:33,2019-01-18 14:11:34,0.468s,PASSED
click,Firefox 64.0,Clicks the Submit button to login,2019-01-18 14:11:34,2019-01-18 14:11:38,3.936s,PASSED
waitForAngularLoad,Firefox 64.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2019-01-18 14:11:38,2019-01-18 14:11:49,11.462s,PASSED
click,Firefox 64.0,Clicks the filter to access options,2019-01-18 14:11:49,2019-01-18 14:11:49,0.347s,PASSED
selectOptionByValue,Firefox 64.0,"Use the filter dropdown to set a Time Filter of ""Is in the year""",2019-01-18 14:11:49,2019-01-18 14:11:50,0.643s,PASSED
setText,Firefox 64.0,"Set 2017 in the ""Is in the year"" field",2019-01-18 14:11:50,2019-01-18 14:11:50,0.134s,PASSED
waitForAngularLoad,Firefox 64.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2019-01-18 14:11:50,2019-01-18 14:11:50,0.019s,PASSED
click,Firefox 64.0,Clicks the Run button,2019-01-18 14:11:50,2019-01-18 14:11:51,0.503s,PASSED
waitForAngularLoad,Firefox 64.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2019-01-18 14:11:51,2019-01-18 14:12:02,11.468s,PASSED
click,Firefox 64.0,Clicks the gear icon to access Clear Cache and Refresh option,2019-01-18 14:12:02,2019-01-18 14:12:02,0.298s,PASSED
click,Firefox 64.0,Clear cache and refresh to get clean data,2019-01-18 14:12:02,2019-01-18 14:12:03,0.402s,PASSED
waitForPageLoad,Firefox 64.0,,2019-01-18 14:12:03,2019-01-18 14:12:03,0.024s,PASSED
waitForAngularLoad,Firefox 64.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2019-01-18 14:12:03,2019-01-18 14:12:18,14.883s,PASSED
verifyElementText,Firefox 64.0,"Verify ""Total Live Events"" widget is on the page",2019-01-18 14:12:18,2019-01-18 14:12:18,0.131s,PASSED
verifyElementText,Firefox 64.0,"FIXTURE DATA - Verify Total Live Events widget has a value of 2,563",2019-01-18 14:12:18,2019-01-18 14:12:18,0.039s,PASSED
verifyElementText,Firefox 64.0,"Verify ""Average Monthly Events"" widget is on the page",2019-01-18 14:12:18,2019-01-18 14:12:18,0.046s,PASSED
verifyElementText,Firefox 64.0,FIXTURE DATA - Verify Average Monthly Events widget has a value of 226,2019-01-18 14:12:18,2019-01-18 14:12:18,0.033s,PASSED
verifyElementText,Firefox 64.0,"Verify ""Unique Viewers"" widget is on the page",2019-01-18 14:12:18,2019-01-18 14:12:18,0.032s,PASSED
verifyElementText,Firefox 64.0,"FIXTURE DATA - Verify Unique Viewers widget has a value of 14,388",2019-01-18 14:12:18,2019-01-18 14:12:18,0.001s,NOT_RUN
verifyElementText,Firefox 64.0,Verify Average Monthly Viewers widget exists on page,2019-01-18 14:12:18,2019-01-18 14:12:18,0.028s,PASSED
verifyElementText,Firefox 64.0,"FIXTURE DATA - Verify Average Monthly Views widget has a value of 7,762",2019-01-18 14:12:18,2019-01-18 14:12:18,0.030s,PASSED
verifyElementText,Firefox 64.0,Verify Total Videos widget exists on page,2019-01-18 14:12:18,2019-01-18 14:12:18,0.028s,PASSED
verifyElementText,Firefox 64.0,"FIXTURE DATA - Verify Total Videos widget has a value of 1,585",2019-01-18 14:12:18,2019-01-18 14:12:18,0.031s,PASSED
verifyElementText,Firefox 64.0,Verify Total Views widget exists on page,2019-01-18 14:12:18,2019-01-18 14:12:18,0.044s,PASSED
verifyElementText,Firefox 64.0,"FIXTURE DATA - Verify Total views widget has a value of 17,443",2019-01-18 14:12:18,2019-01-18 14:12:18,0.032s,PASSED
verifyElementText,Firefox 64.0,Verify Unique Viewers widget exists on page,2019-01-18 14:12:18,2019-01-18 14:12:18,0.022s,PASSED
verifyElementText,Firefox 64.0,"FIXTURE DATA - Verify Unique Viewers widget has a value of 11,413",2019-01-18 14:12:18,2019-01-18 14:12:18,0.000s,NOT_RUN
verifyElementText,Firefox 64.0,Verify Total Hours Watched widget exists on page,2019-01-18 14:12:18,2019-01-18 14:12:18,0.028s,PASSED
verifyElementText,Firefox 64.0,"FIXTURE DATA - Verify Total Hours Watched widget has a value of 1,404.1",2019-01-18 14:12:18,2019-01-18 14:12:18,0.001s,NOT_RUN
verifyElementText,Firefox 64.0,Verify Unique Agent widget exists on page,2019-01-18 14:12:18,2019-01-18 14:12:18,0.032s,PASSED
verifyElementText,Firefox 64.0,"FIXTURE DATA - Verify Unique Agents widget has a value of 10,905",2019-01-18 14:12:18,2019-01-18 14:12:18,0.000s,NOT_RUN
verifyElementText,Firefox 64.0,Verify Deliveries widget exists on page,2019-01-18 14:12:18,2019-01-18 14:12:18,0.031s,PASSED
verifyElementText,Firefox 64.0,"FIXTURE DATA - Verify Delivery widget has a value of 67,512",2019-01-18 14:12:18,2019-01-18 14:12:18,0.001s,NOT_RUN
verifyElementText,Firefox 64.0,Verify Saved GB widget exists on page,2019-01-18 14:12:18,2019-01-18 14:12:18,0.031s,PASSED
verifyElementText,Firefox 64.0,"FIXTURE DATA - Verify Saved GB widget has a value of 1,573",2019-01-18 14:12:18,2019-01-18 14:12:18,0.034s,PASSED
verifyElementText,Firefox 64.0,Verify Total GB widget exists on page,2019-01-18 14:12:18,2019-01-18 14:12:18,0.033s,PASSED
verifyElementText,Firefox 64.0,"FIXTURE DATA - Verify Total GB widget has a value of 3,865.08",2019-01-18 14:12:18,2019-01-18 14:12:18,0.001s,NOT_RUN
verifyElementPresent,Firefox 64.0,Verify the Peering Efficiency widget appears on page,2019-01-18 14:12:18,2019-01-18 14:12:18,0.082s,PASSED
verifyElementPresent,Firefox 64.0,Verify the Peering Efficiency widget appears on page and has a value of 41%,2019-01-18 14:12:18,2019-01-18 14:12:18,0.014s,PASSED
verifyElementPresent,Firefox 64.0,Verify the VoD Summary Peering Efficiency widget appears on page,2019-01-18 14:12:18,2019-01-18 14:12:19,0.046s,PASSED
verifyElementPresent,Firefox 64.0,Verify the VoD Summary widget appears on page,2019-01-18 14:12:19,2019-01-18 14:12:19,0.049s,PASSED
verifyElementPresent,Firefox 64.0,Verify the Peering Efficiency donut chart appears on page,2019-01-18 14:12:19,2019-01-18 14:12:19,0.012s,PASSED
verifyElementPresent,Firefox 64.0,Verify the Peering Efficiency widget appears on page and has a value of 66% in the donut chart,2019-01-18 14:12:19,2019-01-18 14:12:19,0.014s,PASSED
verifyElementPresent,Firefox 64.0,Verify the Live Views widget appears on page,2019-01-18 14:12:19,2019-01-18 14:12:19,0.013s,PASSED
verifyElementPresent,Firefox 64.0,Verify the Live Events widget appears on page,2019-01-18 14:12:19,2019-01-18 14:12:19,0.013s,PASSED
verifyElementPresent,Firefox 64.0,Verify the VoD Views widget appears on page,2019-01-18 14:12:19,2019-01-18 14:12:19,0.013s,PASSED
verifyElementPresent,Firefox 64.0,Verify the VoD over time widget appears on page,2019-01-18 14:12:19,2019-01-18 14:12:19,0.013s,PASSED
verifyElementPresent,Firefox 64.0,Verify the Deliveries by Month widget appears on page,2019-01-18 14:12:19,2019-01-18 14:12:19,0.012s,PASSED
verifyElementPresent,Firefox 64.0,Verify the Live Event Summary CTA appears on page,2019-01-18 14:12:19,2019-01-18 14:12:19,0.013s,PASSED
verifyElementPresent,Firefox 64.0,Verify the VoD Summary CTA appears on page,2019-01-18 14:12:19,2019-01-18 14:12:19,0.012s,PASSED
verifyElementPresent,Firefox 64.0,Verify the Network Summary CTA appears on page,2019-01-18 14:12:19,2019-01-18 14:12:19,0.013s,PASSED
waitForAngularLoad,Firefox 64.0,Waits for all angular elements on the landing page to load,2019-01-18 14:12:19,2019-01-18 14:12:19,0.012s,PASSED
waitForPageLoad,Firefox 64.0,,2019-01-18 14:12:19,2019-01-18 14:12:19,0.006s,PASSED
closeBrowser,Firefox 64.0,,2019-01-18 14:12:19,2019-01-18 14:12:19,0.738s,PASSED
,,,,,,
Test Cases/EU1/EU 1 - Logging In and Out,Firefox 64.0,This will cover primarily the log in process and validation of Sudoing as a different user,2019-01-18 14:12:19,2019-01-18 14:12:46,26.301s,PASSED
openBrowser,Firefox 64.0,"Fires up the browser
",2019-01-18 14:12:20,2019-01-18 14:12:35,15.564s,PASSED
setText,Firefox 64.0,Filling out login info (username),2019-01-18 14:12:35,2019-01-18 14:12:35,0.313s,PASSED
setEncryptedText,Firefox 64.0,Filling out login info (password),2019-01-18 14:12:35,2019-01-18 14:12:36,0.241s,PASSED
click,Firefox 64.0,Clicks the Stay Logged In button,2019-01-18 14:12:36,2019-01-18 14:12:36,0.526s,PASSED
click,Firefox 64.0,Clicks the Submit button to login,2019-01-18 14:12:36,2019-01-18 14:12:40,3.708s,PASSED
waitForAngularLoad,Firefox 64.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2019-01-18 14:12:40,2019-01-18 14:12:43,2.749s,PASSED
verifyElementPresent,Firefox 64.0,,2019-01-18 14:12:43,2019-01-18 14:12:43,0.058s,PASSED
verifyElementPresent,Firefox 64.0,,2019-01-18 14:12:43,2019-01-18 14:12:43,0.012s,PASSED
verifyElementPresent,Firefox 64.0,,2019-01-18 14:12:43,2019-01-18 14:12:43,0.012s,PASSED
verifyElementPresent,Firefox 64.0,,2019-01-18 14:12:43,2019-01-18 14:12:43,0.010s,PASSED
verifyElementPresent,Firefox 64.0,,2019-01-18 14:12:43,2019-01-18 14:12:43,0.129s,PASSED
