Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Gated Private - TC1 Sanity Check,Firefox 68.0,This is a sanity check for the TC1 DMS.  It is a basic set of tests that will raise confidence that the deploy was successful.,2019-08-26 16:02:16,2019-08-26 16:47:37,45m - 21.580s,FAILED
,,,,,,
Test Cases/TC1/TC1 - Navigation and CTAs,Firefox 68.0,"This will cover testing of Paul's new navigation and dropdown menus, as well as the three main Calls To Action on the Overview page",2019-08-26 16:02:16,2019-08-26 16:07:42,5m - 25.499s,FAILED
openBrowser,Firefox 68.0,"Fires up the browser
",2019-08-26 16:02:17,2019-08-26 16:02:24,7.699s,PASSED
setText,Firefox 68.0,Filling out login info (username),2019-08-26 16:02:24,2019-08-26 16:02:25,0.196s,PASSED
setEncryptedText,Firefox 68.0,Filling out login info (password),2019-08-26 16:02:25,2019-08-26 16:02:25,0.119s,PASSED
click,Firefox 68.0,Clicks the Stay Logged In button,2019-08-26 16:02:25,2019-08-26 16:02:25,0.391s,PASSED
click,Firefox 68.0,Clicks the Submit button to login,2019-08-26 16:02:25,2019-08-26 16:02:31,6.245s,PASSED
waitForAngularLoad,Firefox 68.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2019-08-26 16:02:31,2019-08-26 16:02:35,3.262s,PASSED
waitForPageLoad,Firefox 68.0,,2019-08-26 16:02:35,2019-08-26 16:02:35,0.067s,PASSED
verifyElementVisible,Firefox 68.0,,2019-08-26 16:02:35,2019-08-26 16:02:35,0.199s,PASSED
verifyElementVisible,Firefox 68.0,,2019-08-26 16:02:35,2019-08-26 16:02:35,0.161s,PASSED
click,Firefox 68.0,,2019-08-26 16:02:35,2019-08-26 16:02:37,1.615s,PASSED
waitForAngularLoad,Firefox 68.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2019-08-26 16:02:37,2019-08-26 16:02:41,4.167s,PASSED
verifyElementText,Firefox 68.0,,2019-08-26 16:02:41,2019-08-26 16:02:41,0.057s,PASSED
click,Firefox 68.0,,2019-08-26 16:02:41,2019-08-26 16:02:43,2.030s,PASSED
waitForAngularLoad,Firefox 68.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2019-08-26 16:02:43,2019-08-26 16:02:45,2.157s,PASSED
verifyElementVisible,Firefox 68.0,,2019-08-26 16:02:45,2019-08-26 16:02:45,0.100s,PASSED
click,Firefox 68.0,,2019-08-26 16:02:45,2019-08-26 16:02:46,1.284s,PASSED
waitForAngularLoad,Firefox 68.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2019-08-26 16:02:46,2019-08-26 16:02:49,2.876s,PASSED
verifyElementText,Firefox 68.0,,2019-08-26 16:02:49,2019-08-26 16:02:49,0.057s,PASSED
click,Firefox 68.0,,2019-08-26 16:02:49,2019-08-26 16:02:51,1.271s,PASSED
waitForAngularLoad,Firefox 68.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2019-08-26 16:02:51,2019-08-26 16:02:53,2.467s,PASSED
verifyElementVisible,Firefox 68.0,,2019-08-26 16:02:53,2019-08-26 16:02:54,0.649s,PASSED
click,Firefox 68.0,,2019-08-26 16:02:54,2019-08-26 16:02:56,1.910s,PASSED
waitForAngularLoad,Firefox 68.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2019-08-26 16:02:56,2019-08-26 16:02:58,2.850s,PASSED
