Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BofA Sanity Check,Chrome 70.0.3538.77,,2018-11-02 16:21:39,2018-11-02 16:25:24,3m - 44.707s,FAILED
,,,,,,
Test Cases/BofA/BofA - Logging In and Out,Chrome 70.0.3538.77,This will cover primarily the log in process and validation of Sudoing as a different user,2018-11-02 16:21:40,2018-11-02 16:21:50,10.377s,PASSED
openBrowser,Chrome 70.0.3538.77,"Fires up the browser
",2018-11-02 16:21:40,2018-11-02 16:21:44,3.780s,PASSED
setText,Chrome 70.0.3538.77,Filling out login info (username),2018-11-02 16:21:44,2018-11-02 16:21:44,0.280s,PASSED
setEncryptedText,Chrome 70.0.3538.77,Filling out login info (password),2018-11-02 16:21:44,2018-11-02 16:21:44,0.209s,PASSED
click,Chrome 70.0.3538.77,Clicks the Stay Logged In button,2018-11-02 16:21:44,2018-11-02 16:21:44,0.108s,PASSED
click,Chrome 70.0.3538.77,Clicks the Submit button to login,2018-11-02 16:21:44,2018-11-02 16:21:47,2.664s,PASSED
waitForAngularLoad,Chrome 70.0.3538.77,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2018-11-02 16:21:47,2018-11-02 16:21:49,1.730s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-11-02 16:21:49,2018-11-02 16:21:49,0.032s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-11-02 16:21:49,2018-11-02 16:21:49,0.023s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-11-02 16:21:49,2018-11-02 16:21:49,0.023s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-11-02 16:21:49,2018-11-02 16:21:49,0.015s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-11-02 16:21:49,2018-11-02 16:21:49,0.018s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-11-02 16:21:49,2018-11-02 16:21:49,0.015s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-11-02 16:21:49,2018-11-02 16:21:49,0.014s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-11-02 16:21:49,2018-11-02 16:21:49,0.014s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-11-02 16:21:49,2018-11-02 16:21:49,0.014s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-11-02 16:21:49,2018-11-02 16:21:49,0.015s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-11-02 16:21:49,2018-11-02 16:21:49,0.016s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-11-02 16:21:49,2018-11-02 16:21:49,0.020s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-11-02 16:21:49,2018-11-02 16:21:49,0.020s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-11-02 16:21:49,2018-11-02 16:21:49,0.020s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-11-02 16:21:49,2018-11-02 16:21:49,0.020s,PASSED
