Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Gated Public 10.11 - EU1,Firefox 67.0,,2019-05-29 10:15:08,2019-05-29 10:34:45,19m - 36.491s,FAILED
,,,,,,
Test Cases/EU1/EU 1 - 10.11 - Summary and Detail pages ,Firefox 67.0,"This will cover all ""main"" Summary pages
-Live Events Summary
-Network Summary
-VoD Summary",2019-05-29 10:15:08,2019-05-29 10:18:01,2m - 52.098s,PASSED
openBrowser,Firefox 67.0,"Fires up the browser
",2019-05-29 10:15:09,2019-05-29 10:15:20,11.511s,PASSED
setText,Firefox 67.0,Filling out login info (username),2019-05-29 10:15:20,2019-05-29 10:15:20,0.256s,PASSED
setEncryptedText,Firefox 67.0,Filling out login info (password),2019-05-29 10:15:20,2019-05-29 10:15:21,0.154s,PASSED
click,Firefox 67.0,Clicks the Stay Logged In button,2019-05-29 10:15:21,2019-05-29 10:15:21,0.433s,PASSED
click,Firefox 67.0,Clicks the Submit button to login,2019-05-29 10:15:21,2019-05-29 10:15:25,4.369s,PASSED
waitForAngularLoad,Firefox 67.0,"Overview / Landing Page: 10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2019-05-29 10:15:25,2019-05-29 10:15:29,3.215s,PASSED
waitForPageLoad,Firefox 67.0,,2019-05-29 10:15:29,2019-05-29 10:15:29,0.232s,PASSED
navigateToUrl,Firefox 67.0,Network Summary,2019-05-29 10:15:29,2019-05-29 10:15:34,4.793s,PASSED
waitForAngularLoad,Firefox 67.0,Waits for all angular elements to load.  Throws an execption if this takes longer than 60 seconds.,2019-05-29 10:15:34,2019-05-29 10:15:53,19.506s,PASSED
waitForPageLoad,Firefox 67.0,,2019-05-29 10:15:53,2019-05-29 10:15:54,1.065s,PASSED
navigateToUrl,Firefox 67.0,Network Content,2019-05-29 10:15:54,2019-05-29 10:15:58,3.686s,PASSED
waitForAngularLoad,Firefox 67.0,Waits for all angular elements to load.  Throws an execption if this takes longer than 60 seconds.,2019-05-29 10:15:58,2019-05-29 10:16:06,8.323s,PASSED
waitForPageLoad,Firefox 67.0,,2019-05-29 10:16:06,2019-05-29 10:16:06,0.017s,PASSED
navigateToUrl,Firefox 67.0,Network Locality,2019-05-29 10:16:06,2019-05-29 10:16:09,3.010s,PASSED
waitForAngularLoad,Firefox 67.0,Waits for all angular elements to load.  Throws an execption if this takes longer than 60 seconds.,2019-05-29 10:16:09,2019-05-29 10:16:20,11.082s,PASSED
waitForPageLoad,Firefox 67.0,,2019-05-29 10:16:20,2019-05-29 10:16:21,0.166s,PASSED
navigateToUrl,Firefox 67.0,Live Event Summary,2019-05-29 10:16:21,2019-05-29 10:16:23,2.857s,PASSED
waitForAngularLoad,Firefox 67.0,Waits for all angular elements to load.  Throws an execption if this takes longer than 60 seconds.,2019-05-29 10:16:23,2019-05-29 10:16:28,4.635s,PASSED
waitForPageLoad,Firefox 67.0,,2019-05-29 10:16:28,2019-05-29 10:16:28,0.031s,PASSED
navigateToUrl,Firefox 67.0,Live Event,2019-05-29 10:16:28,2019-05-29 10:16:30,2.343s,PASSED
waitForAngularLoad,Firefox 67.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2019-05-29 10:16:30,2019-05-29 10:17:01,30.903s,PASSED
waitForPageLoad,Firefox 67.0,,2019-05-29 10:17:01,2019-05-29 10:17:01,0.007s,PASSED
navigateToUrl,Firefox 67.0,Live (in progress) Event (filtered on last 2 weeks),2019-05-29 10:17:01,2019-05-29 10:17:07,6.157s,PASSED
waitForAngularLoad,Firefox 67.0,Waits for all angular elements to load.  Throws an execption if this takes longer than 60 seconds.,2019-05-29 10:17:07,2019-05-29 10:17:07,0.037s,PASSED
waitForPageLoad,Firefox 67.0,,2019-05-29 10:17:07,2019-05-29 10:17:08,0.011s,PASSED
navigateToUrl,Firefox 67.0,VoD Summary,2019-05-29 10:17:08,2019-05-29 10:17:09,1.272s,PASSED
waitForAngularLoad,Firefox 67.0,Waits for all angular elements to load.  Throws an execption if this takes longer than 60 seconds.,2019-05-29 10:17:09,2019-05-29 10:17:09,0.018s,PASSED
waitForPageLoad,Firefox 67.0,,2019-05-29 10:17:09,2019-05-29 10:17:09,0.009s,PASSED
navigateToUrl,Firefox 67.0,Video on Demand,2019-05-29 10:17:09,2019-05-29 10:17:10,1.314s,PASSED
waitForAngularLoad,Firefox 67.0,Waits for all angular elements to load.  Throws an execption if this takes longer than 60 seconds.,2019-05-29 10:17:10,2019-05-29 10:17:10,0.017s,PASSED
waitForPageLoad,Firefox 67.0,,2019-05-29 10:17:10,2019-05-29 10:17:10,0.010s,PASSED
navigateToUrl,Firefox 67.0,SCCM,2019-05-29 10:17:10,2019-05-29 10:17:12,1.507s,PASSED
waitForAngularLoad,Firefox 67.0,Waits for all angular elements to load.  Throws an execption if this takes longer than 60 seconds.,2019-05-29 10:17:12,2019-05-29 10:17:12,0.121s,PASSED
waitForPageLoad,Firefox 67.0,,2019-05-29 10:17:12,2019-05-29 10:17:12,0.010s,PASSED
navigateToUrl,Firefox 67.0,Agent Summary,2019-05-29 10:17:12,2019-05-29 10:17:15,2.718s,PASSED
waitForAngularLoad,Firefox 67.0,Waits for all angular elements to load.  Throws an execption if this takes longer than 60 seconds.,2019-05-29 10:17:15,2019-05-29 10:17:24,9.932s,PASSED
waitForPageLoad,Firefox 67.0,,2019-05-29 10:17:24,2019-05-29 10:17:26,1.108s,PASSED
navigateToUrl,Firefox 67.0,Agent Detail,2019-05-29 10:17:26,2019-05-29 10:17:28,2.142s,PASSED
waitForAngularLoad,Firefox 67.0,Waits for all angular elements to load.  Throws an execption if this takes longer than 60 seconds.,2019-05-29 10:17:28,2019-05-29 10:17:40,12.746s,PASSED
waitForPageLoad,Firefox 67.0,,2019-05-29 10:17:40,2019-05-29 10:17:41,0.329s,PASSED
navigateToUrl,Firefox 67.0,Event Analyzer,2019-05-29 10:17:41,2019-05-29 10:17:43,2.117s,PASSED
waitForAngularLoad,Firefox 67.0,Waits for all angular elements to load.  Throws an execption if this takes longer than 60 seconds.,2019-05-29 10:17:43,2019-05-29 10:18:00,17.218s,PASSED
waitForPageLoad,Firefox 67.0,,2019-05-29 10:18:00,2019-05-29 10:18:00,0.009s,PASSED
closeBrowser,Firefox 67.0,,2019-05-29 10:18:00,2019-05-29 10:18:01,0.406s,PASSED
,,,,,,
Test Cases/EU1/EU 1 - 10.11 - Navigation and CTAs,Firefox 67.0,"This will cover testing of Paul's new navigation and dropdown menus, as well as the three main Calls To Action on the Overview page",2019-05-29 10:18:01,2019-05-29 10:22:21,4m - 20.419s,FAILED
openBrowser,Firefox 67.0,"Fires up the browser
",2019-05-29 10:18:01,2019-05-29 10:18:34,33.538s,PASSED
setText,Firefox 67.0,Filling out login info (username),2019-05-29 10:18:34,2019-05-29 10:18:34,0.157s,PASSED
