Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Gated Public 10.10 - EU1,Firefox 64.0,,2019-01-28 14:05:03,2019-01-28 14:08:35,3m - 32.108s,PASSED
,,,,,,
Test Cases/Gated - Public Test Cases/10.10 - EU1/EU 1 - Logging In and Out,Firefox 64.0,This will cover primarily the log in process and validation of Sudoing as a different user,2019-01-28 14:05:03,2019-01-28 14:05:29,25.620s,PASSED
openBrowser,Firefox 64.0,"Fires up the browser
",2019-01-28 14:05:03,2019-01-28 14:05:17,13.652s,PASSED
setText,Firefox 64.0,Filling out login info (username),2019-01-28 14:05:17,2019-01-28 14:05:17,0.173s,PASSED
setEncryptedText,Firefox 64.0,Filling out login info (password),2019-01-28 14:05:17,2019-01-28 14:05:17,0.119s,PASSED
click,Firefox 64.0,Clicks the Stay Logged In button,2019-01-28 14:05:17,2019-01-28 14:05:18,0.389s,PASSED
click,Firefox 64.0,Clicks the Submit button to login,2019-01-28 14:05:18,2019-01-28 14:05:22,4.609s,PASSED
waitForAngularLoad,Firefox 64.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2019-01-28 14:05:22,2019-01-28 14:05:25,3.260s,PASSED
verifyElementPresent,Firefox 64.0,,2019-01-28 14:05:25,2019-01-28 14:05:26,0.135s,PASSED
verifyElementPresent,Firefox 64.0,,2019-01-28 14:05:26,2019-01-28 14:05:26,0.025s,PASSED
verifyElementPresent,Firefox 64.0,,2019-01-28 14:05:26,2019-01-28 14:05:26,0.013s,PASSED
verifyElementPresent,Firefox 64.0,,2019-01-28 14:05:26,2019-01-28 14:05:26,0.016s,PASSED
verifyElementPresent,Firefox 64.0,,2019-01-28 14:05:26,2019-01-28 14:05:26,0.012s,PASSED
verifyElementPresent,Firefox 64.0,,2019-01-28 14:05:26,2019-01-28 14:05:26,0.014s,PASSED
verifyElementPresent,Firefox 64.0,,2019-01-28 14:05:26,2019-01-28 14:05:26,0.018s,PASSED
verifyElementPresent,Firefox 64.0,,2019-01-28 14:05:26,2019-01-28 14:05:26,0.015s,PASSED
