Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TC1 Sanity Check,Firefox 62.0,This is a sanity check for the TC1 DMS.  It is a basic set of tests that will raise confidence that the deploy was successful.,2018-10-16 17:37:19,2018-10-16 17:39:25,2m - 6.445s,PASSED
,,,,,,
Test Cases/TC1/TC1 - Navigation and CTAs,Firefox 62.0,"This will cover testing of Paul's new navigation and dropdown menus, as well as the three main Calls To Action on the Overview page",2018-10-16 17:37:19,2018-10-16 17:38:43,1m - 23.305s,PASSED
openBrowser,Firefox 62.0,"Fires up the browser
",2018-10-16 17:37:20,2018-10-16 17:37:27,7.108s,PASSED
setText,Firefox 62.0,Filling out login info (username),2018-10-16 17:37:27,2018-10-16 17:37:27,0.197s,PASSED
setEncryptedText,Firefox 62.0,Filling out login info (password),2018-10-16 17:37:27,2018-10-16 17:37:27,0.142s,PASSED
click,Firefox 62.0,Clicks the Stay Logged In button,2018-10-16 17:37:27,2018-10-16 17:37:27,0.259s,PASSED
click,Firefox 62.0,Clicks the Submit button to login,2018-10-16 17:37:27,2018-10-16 17:37:31,3.632s,PASSED
waitForAngularLoad,Firefox 62.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2018-10-16 17:37:31,2018-10-16 17:37:33,2.044s,PASSED
waitForPageLoad,Firefox 62.0,,2018-10-16 17:37:33,2018-10-16 17:37:33,0.141s,PASSED
verifyElementVisible,Firefox 62.0,,2018-10-16 17:37:33,2018-10-16 17:37:33,0.333s,PASSED
verifyElementVisible,Firefox 62.0,,2018-10-16 17:37:33,2018-10-16 17:37:34,0.059s,PASSED
click,Firefox 62.0,,2018-10-16 17:37:34,2018-10-16 17:37:37,3.085s,PASSED
waitForAngularLoad,Firefox 62.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2018-10-16 17:37:37,2018-10-16 17:37:39,2.520s,PASSED
verifyElementText,Firefox 62.0,,2018-10-16 17:37:39,2018-10-16 17:37:39,0.074s,PASSED
click,Firefox 62.0,,2018-10-16 17:37:39,2018-10-16 17:37:42,2.799s,PASSED
waitForAngularLoad,Firefox 62.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2018-10-16 17:37:42,2018-10-16 17:37:44,2.009s,PASSED
verifyElementVisible,Firefox 62.0,,2018-10-16 17:37:44,2018-10-16 17:37:44,0.409s,PASSED
click,Firefox 62.0,,2018-10-16 17:37:44,2018-10-16 17:37:47,2.641s,PASSED
waitForAngularLoad,Firefox 62.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2018-10-16 17:37:47,2018-10-16 17:37:49,2.304s,PASSED
verifyElementText,Firefox 62.0,,2018-10-16 17:37:49,2018-10-16 17:37:49,0.055s,PASSED
click,Firefox 62.0,,2018-10-16 17:37:49,2018-10-16 17:37:52,2.630s,PASSED
waitForAngularLoad,Firefox 62.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2018-10-16 17:37:52,2018-10-16 17:37:54,2.290s,PASSED
verifyElementVisible,Firefox 62.0,,2018-10-16 17:37:54,2018-10-16 17:37:55,0.659s,PASSED
click,Firefox 62.0,,2018-10-16 17:37:55,2018-10-16 17:37:57,2.138s,PASSED
waitForAngularLoad,Firefox 62.0,"10 second Threshold: Waits for all angular elements on the landing page to load in 10 seconds or less
",2018-10-16 17:37:57,2018-10-16 17:38:02,5.074s,PASSED
verifyElementText,Firefox 62.0,,2018-10-16 17:38:02,2018-10-16 17:38:04,2.203s,PASSED
click,Firefox 62.0,,2018-10-16 17:38:04,2018-10-16 17:38:08,3.502s,PASSED
